Name,About,Url_image,Adapts Well To Apartment Living,Good For Novice Owners,Sensitivity Level,Tolerates Being Alone,Tolerates Cold Weather,Tolerates Hot Weather,Adaptability,Affectionate With Family,Kid-Friendly,Dog Friendly,Friendly Toward Strangers,All Around Friendliness,Amount Of Shedding,Drooling Potential,Easy To Groom,General Health,Potential For Weight Gain,Size,Health And Grooming Needs,Easy To Train,Intelligence,Potential For Mouthiness,Prey Drive,Tendency To Bark Or Howl,Wanderlust Potential,Trainability,Energy Level,Intensity,Exercise Needs,Potential For Playfulness,Physical Needs,Dog Breed Group,Height,Weight,Life Span
Blue Lacy,"The Blue Lacy, also called the Lacy Dog, is an energetic, intelligent, and trainable breed that loves having a job to do and a lot of open space to run around. Even though the breed has “Blue” in its name, Blue Lacys can also have red or tri-colored coats, though they all carry the blue color gene. The “Lacy” in the breed’s name does not refer to the dog’s appearance at all, but rather comes from the name of the family that first created the breed. The Blue Lacy was developed in the 1800s to help with herding, hunting, and ranch work in Texas. These dogs are hardy, adaptable, and able to learn quickly, though their high intensity and energy level make them ill-suited for apartment life or novice owners. Blue Lacys can make great family dogs and expert watchdogs with firm training, but they are sensitive and don’t respond well to punishment. Socialization should begin early, as Blue Lacys are naturally territorial, not overly trusting of strangers, and have a high prey drive that can cause them to attack smaller animals and pets if they aren’t socialized. With confident, assertive training that relies on positive reinforcement, dogs of this breed can be loyal, protective, and capable members of the family that are eager to please. Experienced owners that are ready to give this dog a task will be rewarded with a lifelong friend that will rise to any challenge.",https://cdn3-www.dogtime.com/assets/uploads/2018/04/blue-lacy-dog-breed-pictures-header-460x260.jpg,1,1,4,2,4,5,3,4,3,2,2,3,3,2,5,4,2,3,3,5,5,4,5,5,4,5,5,5,5,4,5,Working Dogs,53.34,17.01,14.0
Black Russian Terrier,"These majestic black beauties are highly intelligent, confident guard dogs who aren’t actually true terriers. Relatively new and still a rare dog breed , the Black Russian Terrier is a working dog who can protect a home or business, play with the family’s children, and excel in agility and obedience competition. Known as the “Black Pearls of Russia,” Blackies are people-oriented and want to be close to the action at all times. They tend to be a bit aloof around strangers, including dogs they don’t know, but they’re devoted to their families, and they don’t bark or shed much. They have large bones and well-developed muscles, creating a vibrant, flowing impression. Like Henry Ford’s first cars, Blackies are available in black, black, or black. DogTime recommends this big, spacious crate to give your large Black Russian Terrier a place to rest and relax. You should also pick up this dog brush and massager for your long-haired pup! See all Black Russian Terrier characteristics below! Additional articles that will interest you:",https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_22914_black-russian-terrier-460x290.jpg,3,2,4,1,4,3,3,5,5,2,3,4,2,3,2,3,3,5,3,4,4,4,3,3,3,4,4,5,4,5,5,Working Dogs,68.58,49.9,10.5
Bocker,"The Bocker is a mixed breed dog–a cross between the Cocker Spaniel and Beagle dog breeds. Small, affectionate, and curious by nature, these pups inherited some of the best qualities from both of their parents. The Cocker Spaniel and Beagle mixes we call Bockers also go by the names Beakers or Beagle Spaniel. Despite their unfortunate status as a designer breed, you can find these mixed breed dogs in shelters and breed-specific rescues, so remember to adopt! Don’t shop! These adorable pups do well in apartments and houses with fenced yards, whether it’s with single seniors or households with children. Just make sure the yard is secure, as they have a tendency to track and follow scents. Their wanderlust could lead them into dangerous situations, like traffic. So be careful and take extra precautions. Bockers love endless play sessions and activity. They should not be left alone for long periods. Multiple pet families would be ideal. Isolation is their biggest enemy.",https://cdn2-www.dogtime.com/assets/uploads/2019/09/bocker-mixed-dog-breed-pictures-cover.jpg,5,3,5,1,3,4,4,5,4,4,4,4,3,1,3,3,4,2,3,4,4,4,5,5,5,5,4,3,4,4,4,Mixed Breed Dogs,34.29,11.34,13.5
Boerboel,"At first glance, you might think the large, intimidating Boerboel would make an excellent guard dog, and you’d be correct, but this breed is equally known for being loving, calm, and family-friendly, especially towards human children. These gigantic protectors were bred to help farmers in South Africa defend their homesteads from hyenas, lions, and all manner of deadly wildlife while also providing invaluable companionship. The Boerboel, pronounced “boo-r-bull,” gets its name from Dutch/Afrikaans words that roughly translate to “farmer’s dog.” It is also known as the South African Mastiff, South African Boerboel, Borbull, or Bole. Although Boerboels are generally docile, easy to groom, and have few health problems, don’t make the mistake of thinking they’re an easy breed to handle for first time owners. These dogs are confident, territorial, and prone to pulling and chewing. They need an assertive, experienced owner with plenty of space for a massive dog that needs to exercise. If you’re interested in adopting a Boerboel, make sure you and your home are ready for the challenge. If you are, you’ll be rewarded with a loyal, protective friend for life.",https://cdn3-www.dogtime.com/assets/uploads/2018/01/boerboel-dog-breed-pictures-cover-460x260.jpg,1,1,3,2,3,4,2,4,4,2,2,3,3,4,4,4,3,5,4,2,4,3,3,3,4,3,3,4,4,4,4,Working Dogs,63.5,70.31,11.0
Black and Tan Coonhound,"Born in the USA, the outgoing and friendly Black and Tan Coonhound is a versatile companion who shines in the show ring and field. At home, they’re a superb playmate, jogging or walking companion, and bed warmer. Because of their strong hunting instinct and specialized skills, however, this breed rarely thought of as a family dog. Apartment dwellers will find it difficult to provide enough room for exercise, and novice dog parents will struggle with the breed’s intensity. Still, for people who admire the hound’s independent nature and sense of humor, they can make an excellent companion, and at home they tend to be laidback, playful, and gentle. Even though these are purebred dogs, some may still end up in the care of shelters or rescues. Consider adoption if this is the breed for you. DogTime recommends this dog bed to give a good night’s sleep to your medium-sized Black and Tan Coonhound. You should also pick up this dog fetch toy to help burn off your pup’s high energy! See all Black and Tan Coonhound dog breed facts and characteristics below! More articles that will interest you:",https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23014_black-and-tan-coonhound-460x290.jpg,1,2,3,2,4,4,3,5,5,5,5,5,5,3,4,5,5,3,4,2,5,1,5,5,5,4,5,5,5,5,5,Hound Dogs,63.5,39.69,11.0
Bernese Mountain Dog,"The Bernese Mountain Dog is an extremely versatile working dog from the farmlands of Switzerland. They were developed to herd cattle, pull carts, and be watchdogs and loyal companions. They are one of four types of Swiss Mountain Dogs, and the only one with long hair. The Bernese Mountain Dog comes from the canton of Bern, hence their name. They’re a large and sturdy dog breed , with a friendly and calm disposition, and they’re also well-suited to conformation, obedience, tracking, herding, and carting competitions. A novice dog owner might be attracted to this breed’s friendly disposition, intelligence, and highly trainable nature. However, first-time dog owners should beware. The Bernese Mountain Dog’s size and high energy can make handling difficult. Thus, they don’t appreciate being cooped up in apartments all day. They shed a lot, and they tend to need the drool wiped from their faces every once in a while. Dogs of this breed are great watchdogs, but that also means they have a tendency to bark–loudly. They may want to chase smaller animals and play roughly, even though they are quite gentle when fully mature and trained properly. Although, for an experienced owner who can match the Bernese’s energy, provide open space, keep up with grooming, and dedicate time and effort to training, this breed will show unconditional love and loyalty. A well-trained Bernese makes an excellent companion that will adore the whole family. They love kids and will even greet newcomers to the home warmly, so long as they’ve had adequate socialization training. There aren’t many breeds with a greater predisposition for friendliness. Therefore, if you’re ready for the challenge, you’ll never regret adopting a Bernese Mountain Dog. See all Bernese Mountain Dog characteristics below! Additional articles you will be interested in: If you’re looking to buy a Bernese Mountain Dog for sale, click here . Additionally, if you’re looking to buy Bernese Mountain Dog puppies, click here .",https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_22912_bernese-mountain-dog-460x290.jpg,1,2,4,1,5,1,2,5,5,3,5,5,5,4,3,1,4,5,4,4,4,5,5,4,3,4,4,3,3,4,4,Working Dogs,64.77,41.96,8.0
Black Mouth Cur,"Energetic, fearless, and strong, the Black Mouth Cur is valued as an all-around working dog bred to help farmers and hunters in the rugged terrain of the southeastern United States. The breed can herd livestock, protect the home, and track game, though they also has a sensitive side that doesn’t respond well to harsh rebukes or punishment. The Black Mouth Cur loves being around humans and family and is great with children. Although, their high exercise needs make this breed a poor choice for novice owners or those who can’t keep up with a demanding energy level, and their tendency to play rough may not be best for very young children. Black Mouth Curs mostly live in the United States and are a bit rare in other parts of the world. If you want to bring home one of these strong-yet-sensitive, energetic, family-friendly dogs, check out our adoption page where you can search for dogs near you by breed.",https://cdn3-www.dogtime.com/assets/uploads/2017/11/black-mouth-cur-dog-breed-pictures-cover-460x260.jpg,1,2,4,2,3,3,3,5,5,3,3,4,3,2,5,4,2,4,3,3,4,3,5,4,4,4,4,3,5,4,4,Working Dogs,52.07,30.62,15.0
Belgian Malinois,"Canines of the Belgian Malinois dog breed were originally bred to be herding dogs . Today, they also work as police and military dogs, protection dogs, and loving family members. In the hands of an experienced dog person, they are intense, intelligent, and athletic companions. However, with their high energy and exercise needs, they may not fair as well in apartments or small living spaces. This breed is not likely to suit a first-time dog owner. Remember, you can find just about any breed of dog, including the Belgian Malinois, at breed specific rescues and shelters. You can also try DogTime’s adoption page that lets you search for adoptable dogs by breed and zip code! See all Belgian Malinois dog breed traits and facts below! Additional articles that will interest you:",https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23172_belgian-malinois-460x290.jpg,1,3,5,3,4,4,3,5,4,2,3,4,2,1,5,4,2,4,3,5,5,3,4,2,3,4,5,4,5,5,5,Herding Dogs,,27.22,13.0
Bichon Frise,"The Bichon Frise (pronounced BEE-shawn FREE-say; the plural is Bichons Frises) is a cheerful, small dog breed with a love of mischief and a lot of love to give. With his black eyes and fluffy white coat, the Bichon looks almost like a child’s toy. And it doesn’t take long to realize that the Bichon can be your happiest and most enthusiastic companion.",https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23136_bichon-frise-460x290.jpg,5,5,5,1,3,4,4,5,4,4,5,5,2,1,1,4,4,2,2,5,4,3,4,2,2,3,5,3,3,5,4,Companion Dogs,,4.31,13.5
Berger Picard,"Also known as the Picardy Shepherd, the Berger Picard dog breed is thought to be the oldest of the French sheepdogs. Their scruffy looks and lively intelligence have won them plenty of fans over the centuries, and more recently, they’re winning movie roles. The Berger Picard picks up training easily but can have a stubborn streak.",https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23290_berger-picard-460x290.jpg,3,4,5,3,4,3,4,5,5,3,2,4,4,1,5,5,3,4,4,4,4,2,3,2,2,3,5,3,5,5,5,Herding Dogs,12.7,27.22,13.5
